,Words,TaoTeChing_Counts
4833,satisfied,2
4834,reptiles,0
4835,fair,0
4836,furnished,0
4837,steed,0
4838,emptiness,1
4839,reared,0
4840,crevice,1
4841,king,4
4842,acknowledged,2
4843,selfseeking,0
4844,blossomed,0
4845,effluents,0
4846,selfdelusion,0
4847,nonreturn,0
4848,beside,0
4849,selfaffliction,0
4850,inclinations,0
4851,laughed,1
4852,states,4
4853,know,31
4854,searcheth,0
4855,twoedged,0
4856,insult,0
4857,crafty,2
4858,unlearned,0
4859,blunt,2
4860,deathlessness,0
4861,craftily,0
4862,vidya,0
4863,children,2
4864,lying,0
4865,nave,2
4866,flaw,1
4867,thoughtswift,0
4868,character,1
4869,impassable,0
4870,banquets,0
4871,variety,0
4872,minds,2
4873,precise,0
4874,bones,2
4875,twofold,0
4876,chastise,0
4877,inappropriate,0
4878,abusive,0
4879,ere,0
4880,locusts,0
4881,negligences,0
4882,matarisva,0
4883,clearly,0
4884,descend,0
4885,prudence,0
4886,interrupt,0
4887,hereby,1
4888,purified,0
4889,restraining,0
4890,support,0
4891,achievement,1
4892,arrow,0
4893,definitely,0
4894,refuse,0
4895,inactive,0
4896,maintained,0
4897,lesser,0
4898,desperation,0
4899,deny,0
4900,transmission,0
4901,thigh,0
4902,algebra,0
4903,exemplifies,0
4904,movement,5
4905,valorous,0
4906,easier,0
4907,finest,0
4908,tissue,0
4909,spontaneity,1
4910,subsequent,0
4911,changing,0
4912,read,0
4913,earthproperty,0
4914,saints,0
4915,resent,0
4916,disaster,0
4917,bent,0
4918,excuse,0
4919,suffering,0
4920,traditional,0
4921,assured,0
4922,finingpot,0
4923,seriously,0
4924,heard,4
4925,almost,0
4926,ring,0
4927,fusion,0
4928,choose,0
4929,lifecurrents,0
4930,detracting,0
4931,godliness,0
4932,obliged,0
4933,colours,0
4934,foot,1
4935,bending,1
4936,dance,0
4937,points,2
4938,followest,0
4939,transgress,0
4940,stead,0
4941,fugitive,0
4942,obstacles,0
4943,year,0
4944,changeth,0
4945,shone,0
4946,stem,1
4947,depraved,0
4948,detained,0
4949,stationed,1
4950,illcultivated,1
4951,ambition,2
4952,regenerating,0
4953,transparent,0
4954,effulgence,0
4955,pray,0
4956,six,1
4957,chastisest,0
4958,discernment,0
4959,comprehended,2
4960,alternative,1
4961,unexpected,0
4962,shivering,0
4963,understanding,0
4964,endued,0
4965,fails,0
4966,confidence,0
4967,measures,3
4968,sisters,0
4969,flags,0
4970,thereby,2
4971,wellpenetrated,0
4972,abasing,1
4973,thick,0
4974,losing,3
4975,hopeth,0
4976,dishonour,0
4977,knots,1
4978,meadow,0
4979,footsteps,1
4980,toucheth,0
4981,nothing,14
4982,charm,0
4983,powder,0
4984,graying,0
4985,illumine,0
4986,bindings,0
4987,sacrificer,0
4988,supreme,0
4989,differeth,0
4990,listen,1
4991,selfassertion,1
4992,abundantly,1
4993,successor,0
4994,fore,0
4995,fade,0
4996,revealing,0
4997,darkened,0
4998,conventionally,0
4999,stiffnecked,0
5000,forgetfullness,0
5001,giver,0
5002,illustration,0
5003,rise,1
5004,shadow,1
5005,elephant,0
5006,wasting,0
5007,release,0
5008,washing,0
5009,desires,6
5010,reap,0
5011,tempteth,0
5012,incorruptible,0
5013,compelled,0
5014,objections,0
5015,pour,0
5016,requisites,0
5017,separateth,0
5018,fitted,0
5019,pillar,0
5020,cleave,0
5021,visited,0
5022,strongly,0
5023,maintain,2
5024,withholding,0
5025,alone,7
5026,india,0
5027,features,0
5028,kinship,0
5029,lay,2
5030,daring,2
5031,purity,1
5032,stood,0
5033,vineyard,0
5034,transgressors,0
5035,rather,1
5036,energies,0
5037,skilful,16
5038,leopard,0
5039,toil,1
5040,brahman,0
5041,searching,0
5042,faculties,0
5043,selfreliance,0
5044,bend,1
5045,period,0
5046,initiation,1
5047,earconsciousness,0
5048,becomings,0
5049,hasty,0
5050,inasmuch,0
5051,straiten,0
5052,sprung,0
5053,fabricationhood,0
5054,distinct,0
5055,quails,0
5056,compacted,0
5057,artists,0
5058,supple,1
5059,classed,0
5060,containing,0
5061,cleanse,0
5062,cades,0
5063,onyx,0
5064,repaying,0
5065,sale,0
5066,everything,2
5067,dishonoured,0
5068,trees,1
5069,representative,0
5070,identify,0
5071,axe,0
5072,eluding,4
5073,royalty,0
5074,mastered,0
5075,apostate,0
5076,excelled,0
5077,squeezeth,0
5078,shares,0
5079,skilfully,1
5080,intellectually,0
5081,impure,0
5082,chimney,0
5083,tells,0
5084,considers,1
5085,proved,0
5086,liberation,0
5087,bastard,0
5088,grievously,0
5089,feelingfeeling,0
5090,gained,0
5091,reproofs,0
5092,odours,0
5093,groanings,0
5094,dream,0
5095,deathdeath,0
5096,extend,0
5097,extra,0
5098,perisheth,0
5099,manacles,0
5100,wanton,0
5101,smelled,0
5102,spreading,0
5103,conviction,0
5104,top,0
5105,gaining,1
5106,vice,0
5107,stand,1
5108,unattached,0
5109,surcease,0
5110,bitter,0
5111,compasseth,0
5112,circuits,0
5113,foreseen,0
5114,confess,0
5115,reasoning,0
5116,destroyedst,0
5117,thorn,0
5118,perished,0
5119,stubbornness,0
5120,dissipated,0
5121,direct,1
5122,pool,0
5123,impurity,0
5124,agency,1
5125,nathan,0
5126,imposed,0
5127,wild,2
5128,nutriment,0
5129,causeth,0
5130,tasks,0
5131,artful,1
5132,contemptible,0
5133,erreth,0
5134,correcteth,0
5135,buddha,0
5136,continually,1
5137,grief,1
5138,phrase,0
5139,accusing,0
5140,wavering,0
5141,notions,0
5142,wildernesses,0
5143,inbreathing,0
5144,far,2
5145,uttering,0
5146,mahakotthita,0
5147,occupied,0
5148,foes,1
5149,gently,1
5150,undesirable,1
5151,pricked,0
5152,disposeth,0
5153,scourgest,0
5154,flow,2
5155,hypnotists,0
5156,distinction,0
5157,enemy,2
5158,consequence,1
5159,feet,0
5160,deceitfnl,0
5161,formed,0
5162,wherever,1
5163,groaning,0
5164,love,3
5165,disquiet,0
5166,tortures,0
5167,distributed,1
5168,diligent,0
5169,secured,1
5170,murky,0
5171,pursueth,0
5172,penetrates,0
5173,odorless,0
5174,securing,1
5175,duty,0
5176,ruined,0
5177,holding,0
5178,lame,0
5179,censurer,0
5180,infant,4
5181,earn,0
5182,strings,1
5183,widow,0
5184,offer,0
5185,bondage,0
5186,festivity,1
5187,arrival,0
5188,write,0
5189,reproacheth,0
5190,picture,0
5191,whoever,0
5192,opportunities,0
5193,exerts,0
5194,ordering,0
5195,expected,0
5196,yesterday,0
5197,glory,1
5198,countries,0
5199,godward,0
5200,indian,0
5201,grieveth,0
5202,yards,1
5203,seas,2
5204,rejecteth,0
5205,kisseth,0
5206,outgrowths,0
5207,entry,0
5208,cloud,0
5209,fleeth,0
5210,crowned,0
5211,purchase,1
5212,measurable,0
5213,accustomed,0
5214,first,6
5215,hastened,0
5216,undoubtedly,0
5217,speakers,0
5218,broken,1
5219,stomach,0
5220,honor,0
5221,exclusion,0
5222,winepress,0
5223,wars,1
5224,destructive,0
5225,fro,0
5226,nt,0
5227,stolen,0
5228,comforter,0
5229,customs,0
5230,tend,2
5231,nowise,0
5232,passed,1
5233,atmagnana,0
5234,antiquity,1
5235,sister,0
5236,demigod,0
5237,hast,0
5238,press,0
5239,expiation,0
5240,openly,0
5241,cleareth,0
5242,together,5
5243,superabundance,5
5244,desirous,0
5245,sturdy,0
5246,rain,1
5247,wherein,0
5248,wet,0
5249,firstborn,0
5250,baring,1
5251,taught,0
5252,impression,0
5253,tabernacle,0
5254,assigned,1
5255,system,1
5256,lives,1
5257,decaying,0
5258,eliseus,0
5259,idealist,0
5260,drowned,0
5261,diggeth,0
5262,remit,0
5263,anon,1
5264,centred,0
5265,stream,2
5266,trodden,1
5267,road,0
5268,suffuses,0
5269,disputatious,1
5270,erring,0
5271,sinneth,0
5272,urine,0
5273,hair,1
5274,sit,0
5275,fume,0
5276,yes,1
5277,seeds,0
5278,fascinations,0
5279,refused,0
5280,diminish,2
5281,stayeth,0
5282,departeth,0
5283,formful,0
5284,mischievous,0
5285,considerable,0
5286,incurable,0
5287,violate,0
5288,abodes,0
5289,unseemly,0
5290,family,2
5291,conducted,0
5292,sloth,0
5293,disjointed,0
5294,straightforward,1
5295,comforted,0
5296,sway,1
5297,intercession,0
5298,niggardly,0
5299,rooted,0
5300,analyzing,0
5301,enjoy,0
5302,poor,4
5303,selfish,1
5304,deceiving,0
5305,t,5
5306,vesture,0
5307,failed,0
5308,detestable,0
5309,adoreth,0
5310,sweat,0
5311,venomous,0
5312,irresolute,2
5313,ball,0
5314,pledge,0
5315,spot,0
5316,enmeshing,0
5317,defined,0
5318,leagues,0
5319,structure,0
5320,hindrances,0
5321,current,0
5322,undermine,0
5323,defeat,0
5324,heirs,0
5325,vinegar,0
5326,drawing,1
5327,eyes,4
5328,vapour,0
5329,sacrifices,1
5330,guilty,1
5331,weariness,1
5332,answers,0
5333,directly,0
5334,turnings,0
5335,badly,0
5336,contradiction,0
5337,stretching,0
5338,unavoidable,0
5339,touch,4
5340,run,0
5341,hinder,0
5342,astray,1
5343,idealistic,0
5344,deity,0
5345,this,0
5346,due,0
5347,hurtful,0
5348,searchlight,0
5349,days,0
5350,presently,0
5351,closer,1
5352,straineth,0
5353,ambitions,0
5354,infinite,0
5355,imprudent,0
5356,adoration,0
5357,person,7
5358,sharpened,1
5359,ill,3
5360,exercised,0
5361,obeyed,0
5362,terrifying,0
5363,yellow,0
5364,played,0
5365,optic,0
5366,brokenness,0
5367,got,4
5368,verily,0
5369,woman,0
5370,dazzling,0
5371,receives,1
5372,engrossed,0
5373,chastising,0
5374,verse,0
5375,instructing,0
5376,enjoyed,0
5377,wade,1
5378,thorough,0
5379,wink,0
5380,overflow,0
5381,sweetly,0
5382,wellpondered,0
5383,destined,0
5384,rills,0
5385,firmly,1
5386,buff,2
5387,bridle,0
5388,prevailing,0
5389,country,0
5390,brittle,2
5391,extirpate,0
5392,recognizes,0
5393,decomposed,0
5394,lily,0
5395,laziness,0
5396,respond,1
5397,burned,0
5398,vedantins,0
5399,advise,0
5400,capacity,2
5401,undifferentiated,0
5402,exceed,0
5403,layeth,0
5404,upright,0
5405,threats,0
5406,assembly,0
5407,objective,0
5408,speaks,0
5409,motion,0
5410,abated,0
5411,elder,0
5412,entangle,0
5413,hosts,0
5414,retina,0
5415,upper,1
5416,monk,0
5417,gather,0
5418,establisheth,0
5419,irrigation,0
5420,springeth,0
5421,speak,3
5422,throne,2
5423,dissembling,0
5424,figures,0
5425,beg,0
5426,manifestation,3
5427,remind,0
5428,make,14
5429,worshippeth,0
5430,predisposition,0
5431,truly,1
5432,sound,2
5433,transfers,0
5434,mist,0
5435,immersed,0
5436,selfrecognition,0
5437,steal,0
5438,liable,1
5439,separate,0
5440,quail,0
5441,partaker,0
5442,faith,6
5443,scholars,3
5444,congealed,0
5445,curse,0
5446,course,8
5447,acquisition,0
5448,cancer,0
5449,adulterous,0
5450,rounds,0
5451,toys,0
5452,undaunted,0
5453,inwardly,0
5454,terrorstricken,0
5455,abstains,0
5456,ex,0
5457,achieved,0
5458,discreet,0
5459,among,1
5460,deceitful,0
5461,blueness,0
5462,multiplicity,0
5463,fornicated,0
5464,chewing,0
5465,excites,0
5466,search,0
5467,organic,0
5468,makers,0
5469,sins,0
5470,dies,2
5471,amplifies,0
5472,shield,0
5473,begun,1
5474,accomplishment,0
5475,alleging,0
5476,withstood,0
5477,namely,0
5478,nabat,0
5479,disposition,0
5480,thought,2
5481,bared,1
5482,determine,0
5483,apartment,1
5484,greatness,2
5485,assuage,0
5486,interpolation,0
5487,sand,0
5488,predicate,0
5489,faileth,0
5490,different,4
5491,consciously,0
5492,pupil,0
5493,society,0
5494,undying,0
5495,valiantly,0
5496,prism,0
5497,case,5
5498,symbols,0
5499,multiply,0
5500,plough,0
5501,adhyatman,0
5502,sweeter,0
5503,radiant,0
5504,defend,0
5505,returning,1
5506,sets,0
5507,wheel,1
5508,avoiding,1
5509,reconcile,0
5510,significance,0
5511,mysteries,1
5512,wen,0
5513,consent,0
5514,essence,1
5515,substantial,1
5516,paths,0
5517,sundered,0
5518,whatsoever,0
5519,anointed,0
5520,eyesight,0
5521,stay,0
5522,tempted,0
5523,arresting,0
5524,advance,1
5525,dirty,0
5526,motive,0
5527,accompanied,0
5528,sinners,0
5529,daunt,0
5530,rock,0
5531,winters,0
5532,froth,0
5533,unfilled,1
5534,defecating,0
5535,defraud,0
5536,atone,0
5537,simultaneously,0
5538,revenge,0
5539,swift,3
5540,path,0
5541,drinketh,0
5542,fierce,1
5543,unlimited,0
5544,barley,0
5545,employs,1
5546,enlarging,0
5547,unpunished,0
5548,maintenance,0
5549,afforded,0
5550,tiger,2
5551,beginnings,0
5552,flying,0
5553,spokes,1
5554,rending,0
5555,quaintly,0
5556,kisses,0
5557,yama,0
5558,nonconfusion,0
5559,lend,0
5560,lacking,0
5561,carriages,3
5562,integrity,0
5563,reveals,0
5564,sustainer,0
5565,ponds,0
5566,creation,0
5567,rituals,0
5568,taking,2
5569,impudently,0
5570,planted,0
5571,boastful,2
5572,sannyasin,0
5573,agent,0
5574,shoulder,0
5575,fact,0
5576,distorted,0
5577,beautifully,0
5578,satan,0
5579,pause,0
5580,enlargeth,0
5581,inheritance,0
5582,lean,0
5583,inhabit,0
5584,overflowing,0
5585,conditioned,0
5586,vividly,0
5587,separates,0
5588,level,1
5589,insects,1
5590,toughness,0
5591,strata,0
5592,allconscious,0
5593,sinned,0
5594,misery,2
5595,troubled,0
5596,irregularity,0
5597,vain,1
5598,instanced,0
5599,presuming,1
5600,cities,0
5601,contends,1
5602,yet,28
5603,pierced,0
5604,incommunicable,0
5605,tries,2
5606,evercreative,0
5607,laboured,0
5608,focussed,0
5609,succeed,1
5610,kinglike,1
5611,elemental,0
5612,disguises,0
5613,account,3
5614,nevertheless,0
5615,science,0
5616,wellnigh,0
5617,cinnamon,0
5618,directing,0
5619,thereof,0
5620,welfare,0
5621,heavier,0
5622,meditated,0
5623,consolation,0
5624,beareth,0
5625,cedar,0
5626,threedimensional,0
5627,ensued,2
5628,xii,0
5629,palpable,0
5630,observed,1
5631,benefit,0
5632,disentangled,0
5633,beforehand,0
5634,shoals,0
5635,managed,0
5636,adorned,0
5637,wholly,0
5638,skeleton,0
5639,whistling,0
5640,voice,0
5641,veils,0
5642,chaste,0
5643,built,0
5644,relatives,0
5645,weaken,1
5646,nursed,1
5647,permitted,0
5648,deed,0
5649,heathens,0
5650,none,0
5651,scarlet,0
5652,kind,1
5653,wake,0
5654,prepare,0
5655,alterations,0
5656,flourish,0
5657,shoe,0
5658,rashly,0
5659,shankara,0
5660,drip,0
5661,wheresoever,0
5662,shoulders,0
5663,edition,0
5664,whisper,0
5665,blasphemies,0
5666,phantasm,0
5667,pronounce,0
5668,climb,0
5669,shed,0
5670,wolf,0
5671,awakening,0
5672,lad,0
5673,refreshed,0
5674,humanity,0
5675,declineth,0
5676,ignore,0
5677,save,1
5678,laugheth,0
5679,restless,0
5680,courageous,0
5681,reprehensions,0
5682,babes,0
5683,undertakings,1
5684,ardently,0
5685,fabricationsfabrications,0
5686,entreat,0
5687,embody,0
5688,latter,2
5689,weakness,3
5690,dhyana,0
5691,reflect,0
5692,bribery,0
5693,burst,0
5694,branch,0
5695,sense,1
5696,hours,0
5697,contain,0
5698,abideth,0
5699,perturbations,0
5700,three,9
5701,conflict,0
5702,fought,0
5703,needeth,0
5704,endeavors,0
5705,loose,0
5706,apothecary,0
5707,division,0
5708,gloriously,0
5709,david,0
5710,eastern,0
5711,extreme,0
5712,overmuch,0
5713,vegetable,1
5714,flower,3
5715,bribes,0
5716,divinations,0
5717,foolishly,0
5718,spoils,0
5719,seedladen,0
5720,desert,0
5721,fellowship,0
5722,equally,3
5723,influence,0
5724,guide,0
5725,talk,0
5726,secondly,0
5727,forasmuch,0
5728,remarked,0
5729,ray,0
5730,fodder,0
5731,tumults,0
5732,boiling,0
5733,prays,0
5734,manifests,1
5735,surfeiting,0
5736,transgression,0
5737,depends,4
5738,round,1
5739,labouring,0
5740,softest,1
5741,crooked,2
5742,waiteth,0
5743,embracing,0
5744,dangers,0
5745,israel,0
5746,philosopher,0
5747,thither,0
5748,scorn,0
5749,thousand,1
5750,reinforcements,0
5751,hidden,1
5752,right,7
5753,numerous,0
5754,fury,0
5755,fraunhofer,0
5756,acquitted,0
5757,divulgeth,0
5758,team,1
5759,ensues,1
5760,uncertain,0
5761,preacheth,0
5762,gotten,0
5763,moderately,0
5764,turning,0
5765,hailed,1
5766,proverbs,0
5767,kindred,0
5768,intellect,0
5769,determineth,0
5770,river,0
5771,polished,0
5772,beam,0
5773,waited,0
5774,continue,4
5775,corner,2
5776,stable,0
5777,hastily,0
5778,treat,0
5779,lessons,0
5780,describe,1
5781,accidental,0
5782,soulvision,0
5783,anvil,0
5784,gentiles,0
5785,laugh,1
5786,saving,2
5787,adorneth,0
5788,wish,8
5789,tyrians,0
5790,fowler,0
5791,peculiar,0
5792,madman,0
5793,situation,1
5794,deleterious,0
5795,sennacherib,0
5796,heeding,0
5797,bank,0
5798,shouted,0
5799,unwise,1
5800,duly,0
5801,profound,1
5802,value,4
5803,chooses,0
5804,resulting,0
5805,life,16
5806,curseth,0
5807,keepeth,0
5808,consumed,1
5809,inexhaustible,1
5810,seal,0
5811,look,6
5812,exhorts,0
5813,preferable,0
5814,perfumer,0
5815,according,5
5816,honeyeater,0
5817,skies,0
5818,colour,1
5819,apprehension,2
5820,jade,3
5821,daughter,0
5822,rich,3
5823,ceaseless,1
5824,refresheth,0
5825,soberly,0
5826,abolish,0
5827,sharing,0
5828,inherited,0
5829,overflowed,0
5830,amendment,0
5831,sprout,1
5832,handmaids,0
5833,disturb,0
5834,presumptuous,0
5835,liberal,2
5836,happened,0
5837,disappearance,0
5838,witnesses,0
5839,importance,1
5840,farther,1
5841,regeneration,0
5842,popular,0
5843,formulates,0
5844,rows,0
5845,allcomprehending,1
5846,blessed,0
5847,inspires,0
5848,tadvanam,0
5849,withstand,0
5850,upbraideth,0
5851,sacrificed,0
5852,preserved,2
5853,maledictions,0
5854,inability,0
5855,graduated,0
5856,reins,0
5857,gaineth,0
5858,warn,0
5859,beast,0
5860,ignorant,1
5861,thrice,0
5862,details,0
5863,weight,1
5864,reminding,0
5865,analytic,0
5866,send,3
5867,freezing,1
5868,dearest,0
5869,would,36
5870,tone,0
5871,confront,0
5872,progeny,0
5873,begotten,0
5874,hewing,2
5875,simple,5
5876,imaginings,0
5877,flesh,0
5878,headstrong,0
5879,flee,0
5880,commendable,0
5881,multiplieth,0
5882,slow,0
5883,skinoil,0
5884,imagemaking,0
5885,auditory,0
5886,differentiated,0
5887,media,0
5888,honourable,1
5889,wound,0
5890,increaseth,0
5891,renewed,0
5892,sparest,0
5893,rank,0
5894,kindling,0
5895,begin,0
5896,upbraiding,0
5897,houseroom,0
5898,destination,0
5899,realities,0
5900,springs,0
5901,killing,0
5902,stone,1
5903,producing,0
5904,undisciplined,0
5905,upraised,0
5906,simplicity,4
5907,direction,1
5908,water,5
5909,older,0
5910,limpid,0
5911,authoritative,1
5912,ministers,4
5913,intercourse,1
5914,playing,0
5915,copied,0
5916,resentment,0
5917,temperance,0
5918,leader,0
5919,weapons,4
5920,thoughtreader,0
5921,traditions,0
5922,permeating,0
5923,brook,0
5924,catch,0
5925,preparation,0
5926,goeth,0
5927,hook,0
5928,dispenser,0
5929,longeth,0
5930,inspired,0
5931,pine,0
5932,win,2
5933,buyeth,0
5934,balm,0
5935,oaths,0
5936,multiplied,0
5937,fail,4
5938,given,2
5939,overlookest,0
5940,naked,0
5941,invisible,2
5942,whips,0
5943,wastes,0
5944,overmaster,0
5945,enumerated,0
5946,writing,0
5947,potter,0
5948,entertainment,0
5949,industrious,0
5950,existent,0
5951,abstinences,0
5952,trust,0
5953,iniquities,0
5954,invited,0
5955,melody,0
5956,plasterings,0
5957,resists,0
5958,comest,0
5959,plains,0
5960,understands,1
5961,increase,1
5962,roaring,0
5963,repay,0
5964,busies,0
5965,reacting,0
5966,indorse,0
5967,repented,0
5968,lamenting,0
5969,punish,0
5970,cordial,0
5971,apparel,0
5972,telling,0
5973,eight,0
5974,painstaking,0
5975,covetous,0
5976,parch,1
5977,gases,0
5978,hindereth,0
5979,weakening,0
5980,abateth,0
5981,occasion,2
5982,worshipper,0
5983,onesided,0
5984,simsapa,0
5985,restore,0
5986,comparison,0
5987,injuriously,1
5988,germinate,0
5989,virtue,5
5990,habitations,0
5991,pursuit,0
5992,gleams,0
5993,fate,0
5994,meat,0
5995,deafness,0
5996,choler,0
5997,remainderless,0
5998,admittance,0
5999,tents,0
6000,abstain,0
6001,arani,0
6002,imperfect,0
6003,deep,6
6004,plaster,0
6005,treated,1
6006,skin,0
6007,mass,0
6008,attained,1
6009,epoch,0
6010,consciousnesshood,0
6011,adopted,0
6012,self,3
6013,outrages,0
6014,appeareth,0
6015,entrance,0
6016,tumour,1
6017,vintage,0
6018,considered,3
6019,guided,0
6020,instrument,0
6021,refuses,0
6022,meant,3
6023,undefiled,0
6024,allied,0
6025,disputing,0
6026,watchmen,0
6027,iniqnity,0
6028,hastening,0
6029,disposed,0
6030,condemneth,0
6031,speaketh,0
6032,lose,6
6033,purposive,0
6034,seals,0
6035,dissembleth,0
6036,nerve,0
6037,sacrificers,0
6038,studieth,0
6039,grants,0
6040,scourged,0
6041,intensely,0
6042,wished,0
6043,distraction,0
6044,kernel,0
6045,community,2
6046,cling,0
6047,western,0
6048,marching,1
6049,feared,4
6050,vengeance,0
6051,strongest,0
6052,seclusion,0
6053,keel,0
6054,retaineth,0
6055,chamber,0
6056,interpretations,0
6057,conduct,5
6058,christian,0
6059,page,0
6060,releasing,0
6061,miracle,0
6062,lender,0
6063,solicitudes,0
6064,equilibrium,0
6065,indispensable,0
6066,forbearance,2
6067,sophistically,0
6068,load,0
6069,flavours,1
6070,wondered,0
6071,hung,0
6072,transformations,0
6073,perform,0
6074,sorceries,0
6075,flies,1
6076,successive,0
6077,traverse,0
6078,fatted,0
6079,clan,1
6080,selfexistent,0
6081,strive,5
6082,corrupted,0
6083,helmet,0
6084,except,0
6085,hold,11
6086,impeded,0
6087,restraint,0
6088,riches,1
6089,recess,0
6090,bidding,0
6091,hypocrite,0
6092,imparting,1
6093,enumeration,1
6094,noneternal,0
6095,triad,0
6096,lust,0
6097,prophesied,0
6098,dying,2
6099,standeth,0
6100,prophet,0
6101,horn,1
6102,bodies,0
6103,supplied,1
6104,word,1
6105,withal,0
6106,habituated,0
6107,forsaketh,0
6108,gate,2
6109,agur,0
6110,praises,0
6111,decrepit,0
6112,convinced,0
6113,honey,0
6114,repaid,0
6115,mayst,0
6116,ascend,0
6117,beans,0
6118,individual,0
6119,dost,0
6120,tongues,0
6121,suddenness,0
6122,hyenas,0
6123,willing,0
6124,tiniest,1
6125,intellectconsciousness,0
6126,cherubims,0
6127,solidified,0
6128,alternates,0
6129,sealed,0
6130,fired,0
6131,speedy,1
6132,passions,0
6133,tempt,0
6134,rapture,0
6135,theorem,0
6136,gentle,0
6137,nourishment,0
6138,laborer,0
6139,liars,0
6140,defiance,1
6141,preserve,2
6142,prevail,0
6143,kingly,0
6144,held,1
6145,impatient,0
6146,woven,0
6147,walkest,0
6148,unto,0
6149,several,0
6150,adultery,0
6151,mindimpress,0
6152,extinct,0
6153,awakest,0
6154,psychical,0
6155,characteristic,0
6156,filling,0
6157,growing,0
6158,ebb,0
6159,selfreproductive,0
6160,servitude,0
6161,sights,1
6162,sort,2
6163,nobility,1
6164,methods,1
6165,longer,1
6166,deceasing,0
6167,trained,0
6168,abysmal,1
6169,throws,0
6170,quarrels,0
6171,polish,0
6172,birthbirth,0
6173,presumptuously,0
6174,perjury,0
6175,crosswise,0
6176,dreamland,0
6177,marched,1
6178,etc,0
6179,limitation,0
6180,speeches,0
6181,judgeth,0
6182,easy,9
6183,abase,1
6184,concentration,0
6185,lamp,0
6186,thrones,0
6187,closed,1
6188,distinctly,0
6189,publisheth,0
6190,worshipping,0
6191,unwisdom,0
6192,exercises,1
6193,assault,0
6194,froward,0
6195,around,2
6196,ties,0
6197,part,5
6198,quarrelsome,0
6199,appanage,0
6200,anointedst,0
6201,materials,0
6202,extinguisheth,0
6203,gates,1
6204,looseth,0
6205,mean,1
6206,myths,0
6207,bitterness,0
6208,afterward,0
6209,trembling,0
6210,known,3
6211,destroys,1
6212,destroyer,0
6213,stupidity,1
6214,effect,3
6215,divide,0
6216,gad,0
6217,labours,1
6218,arriving,0
6219,sin,0
6220,inevitable,0
6221,depend,1
6222,decline,0
6223,spiritlike,1
6224,promptly,0
6225,formness,0
6226,kinetic,0
6227,sparrow,0
6228,pluck,0
6229,fainted,0
6230,huckster,0
6231,dogs,3
6232,enables,0
6233,breeches,0
6234,unbelieving,0
6235,whosoever,0
6236,taste,2
6237,disunite,0
6238,melted,0
6239,peaceful,0
6240,parents,0
6241,intelligence,1
6242,results,3
6243,helpmate,0
6244,bosom,1
6245,virtues,0
6246,sorry,0
6247,victim,0
6248,defending,0
6249,august,0
6250,covenants,0
6251,abounded,0
6252,endure,4
6253,necessaries,0
6254,deliver,0
6255,technical,0
6256,servant,0
6257,probably,0
6258,vomens,0
6259,lower,4
6260,evermore,0
6261,firmness,1
6262,injuries,0
6263,tremble,0
6264,enduring,4
6265,edomites,0
6266,apprehend,0
6267,rags,0
6268,gathered,0
6269,subjective,0
6270,sharpeneth,0
6271,wears,1
6272,carry,7
6273,condoleth,0
6274,boats,1
6275,entertaineth,0
6276,broods,0
6277,northern,0
6278,hadst,0
6279,setteth,0
6280,surety,0
6281,heritage,0
6282,dreams,0
6283,clouds,0
6284,fights,1
6285,brothers,0
6286,utterly,0
6287,fishes,1
6288,leading,1
6289,selfcomplacency,1
6290,boasting,0
6291,bulwarks,0
6292,fighteth,0
6293,jacob,0
6294,labour,0
6295,precursor,1
6296,swine,0
6297,discords,0
6298,eyecontact,0
6299,gavest,0
6300,quoted,0
6301,pile,0
6302,thereafter,0
6303,travelling,1
6304,achievements,2
6305,uncelibacy,0
6306,trial,0
6307,rusteth,0
6308,examining,0
6309,absorbed,0
6310,completely,0
6311,boundary,0
6312,stationary,0
6313,enforce,1
6314,declare,0
6315,rapidity,0
6316,find,5
6317,modes,0
6318,oblivion,0
6319,scream,1
6320,ordination,1
6321,shutting,1
6322,seir,0
6323,quick,0
6324,serve,2
6325,restoration,0
6326,unveiled,0
6327,seekers,0
6328,perfect,0
6329,worse,0
6330,forever,0
6331,convince,0
6332,appease,0
6333,outside,1
6334,exposing,0
6335,unending,0
6336,ceases,0
6337,fleeing,0
6338,funerals,0
6339,direful,1
6340,speaker,1
6341,artistic,0
6342,faring,0
6343,gathereth,0
6344,clingable,0
6345,luxury,0
6346,taittiriya,0
6347,invites,1
6348,congenial,0
6349,apparition,0
6350,immeasurable,0
6351,attached,0
6352,calamity,7
6353,fulfilled,1
6354,scent,0
6355,possession,2
6356,brightest,1
6357,furious,0
6358,gomorrha,0
6359,wordless,0
6360,marks,2
6361,melodious,0
6362,levels,0
6363,suffuse,0
6364,array,1
6365,speedily,0
6366,tempts,0
6367,deflour,0
6368,prevails,2
6369,reversed,0
6370,mindimage,0
6371,forge,0
6372,ordained,0
6373,ore,0
6374,shrouded,0
6375,prophetic,0
6376,conflicting,0
6377,earthly,0
6378,greatsoured,0
6379,emmanation,0
6380,shade,2
6381,detractors,0
6382,seasons,0
6383,covenant,0
6384,oft,2
6385,downwardlife,0
6386,ruining,1
6387,celestial,0
6388,instructed,0
6389,devourers,0
6390,omega,0
6391,permeate,0
6392,hateful,1
6393,blow,2
6394,philistines,0
6395,stressful,0
6396,pleasure,0
6397,dharana,0
6398,conquest,0
6399,gone,0
6400,liberated,0
6401,outbreathing,0
