,Words,Upanishad_Counts
4834,reptiles,0
4835,fair,0
4836,furnished,0
4837,steed,0
4838,emptiness,0
4839,reared,0
4840,crevice,0
4841,king,1
4842,acknowledged,0
4843,selfseeking,0
4844,blossomed,0
4845,effluents,0
4846,selfdelusion,1
4847,nonreturn,0
4848,beside,1
4849,selfaffliction,0
4850,inclinations,0
4851,laughed,0
4852,states,1
4853,know,50
4854,searcheth,0
4855,twoedged,0
4856,insult,0
4857,crafty,0
4858,unlearned,0
4859,blunt,0
4860,deathlessness,0
4861,craftily,0
4862,vidya,6
4863,children,2
4864,lying,1
4865,nave,0
4866,flaw,0
4867,thoughtswift,0
4868,character,2
4869,impassable,1
4870,banquets,0
4871,variety,0
4872,minds,1
4873,precise,0
4874,bones,0
4875,twofold,0
4876,chastise,0
4877,inappropriate,0
4878,abusive,0
4879,ere,0
4880,locusts,0
4881,negligences,0
4882,matarisva,1
4883,clearly,3
4884,descend,0
4885,prudence,0
4886,interrupt,0
4887,hereby,0
4888,purified,6
4889,restraining,0
4890,support,6
4891,achievement,0
4892,arrow,0
4893,definitely,1
4894,refuse,0
4895,inactive,1
4896,maintained,0
4897,lesser,0
4898,desperation,0
4899,deny,0
4900,transmission,0
4901,thigh,0
4902,algebra,0
4903,exemplifies,0
4904,movement,0
4905,valorous,0
4906,easier,0
4907,finest,0
4908,tissue,0
4909,spontaneity,0
4910,subsequent,1
4911,changing,1
4912,read,2
4913,earthproperty,0
4914,saints,0
4915,resent,0
4916,disaster,0
4917,bent,0
4918,excuse,0
4919,suffering,2
4920,traditional,0
4921,assured,0
4922,finingpot,0
4923,seriously,0
4924,heard,10
4925,almost,0
4926,ring,0
4927,fusion,0
4928,choose,3
4929,lifecurrents,0
4930,detracting,0
4931,godliness,0
4932,obliged,0
4933,colours,1
4934,foot,0
4935,bending,0
4936,dance,1
4937,points,0
4938,followest,0
4939,transgress,0
4940,stead,0
4941,fugitive,0
4942,obstacles,0
4943,year,0
4944,changeth,0
4945,shone,0
4946,stem,0
4947,depraved,0
4948,detained,0
4949,stationed,0
4950,illcultivated,0
4951,ambition,0
4952,regenerating,0
4953,transparent,0
4954,effulgence,1
4955,pray,0
4956,six,0
4957,chastisest,0
4958,discernment,0
4959,comprehended,0
4960,alternative,0
4961,unexpected,0
4962,shivering,0
4963,understanding,8
4964,endued,0
4965,fails,4
4966,confidence,0
4967,measures,0
4968,sisters,0
4969,flags,0
4970,thereby,0
4971,wellpenetrated,0
4972,abasing,0
4973,thick,0
4974,losing,0
4975,hopeth,0
4976,dishonour,0
4977,knots,0
4978,meadow,0
4979,footsteps,0
4980,toucheth,0
4981,nothing,10
4982,charm,2
4983,powder,0
4984,graying,0
4985,illumine,1
4986,bindings,0
4987,sacrificer,1
4988,supreme,23
4989,differeth,0
4990,listen,1
4991,selfassertion,0
4992,abundantly,0
4993,successor,0
4994,fore,0
4995,fade,0
4996,revealing,0
4997,darkened,0
4998,conventionally,0
4999,stiffnecked,0
5000,forgetfullness,0
5001,giver,3
5002,illustration,0
5003,rise,3
5004,shadow,3
5005,elephant,0
5006,wasting,0
5007,release,0
5008,washing,0
5009,desires,16
5010,reap,0
5011,tempteth,0
5012,incorruptible,0
5013,compelled,0
5014,objections,0
5015,pour,0
5016,requisites,0
5017,separateth,0
5018,fitted,0
5019,pillar,0
5020,cleave,0
5021,visited,0
5022,strongly,0
5023,maintain,0
5024,withholding,0
5025,alone,26
5026,india,3
5027,features,0
5028,kinship,0
5029,lay,0
5030,daring,0
5031,purity,0
5032,stood,0
5033,vineyard,0
5034,transgressors,0
5035,rather,1
5036,energies,1
5037,skilful,0
5038,leopard,0
5039,toil,0
5040,brahman,68
5041,searching,0
5042,faculties,3
5043,selfreliance,1
5044,bend,0
5045,period,0
5046,initiation,0
5047,earconsciousness,0
5048,becomings,0
5049,hasty,0
5050,inasmuch,0
5051,straiten,0
5052,sprung,0
5053,fabricationhood,0
5054,distinct,6
5055,quails,0
5056,compacted,0
5057,artists,0
5058,supple,0
5059,classed,0
5060,containing,0
5061,cleanse,0
5062,cades,0
5063,onyx,0
5064,repaying,0
5065,sale,0
5066,everything,3
5067,dishonoured,0
5068,trees,0
5069,representative,1
5070,identify,3
5071,axe,0
5072,eluding,0
5073,royalty,0
5074,mastered,0
5075,apostate,0
5076,excelled,0
5077,squeezeth,0
5078,shares,0
5079,skilfully,0
5080,intellectually,1
5081,impure,4
5082,chimney,0
5083,tells,2
5084,considers,1
5085,proved,3
5086,liberation,2
5087,bastard,0
5088,grievously,0
5089,feelingfeeling,0
5090,gained,7
5091,reproofs,0
5092,odours,1
5093,groanings,0
5094,dream,2
5095,deathdeath,0
5096,extend,0
5097,extra,1
5098,perisheth,0
5099,manacles,0
5100,wanton,0
5101,smelled,1
5102,spreading,0
5103,conviction,2
5104,top,2
5105,gaining,1
5106,vice,1
5107,stand,2
5108,unattached,0
5109,surcease,0
5110,bitter,0
5111,compasseth,0
5112,circuits,0
5113,foreseen,0
5114,confess,0
5115,reasoning,1
5116,destroyedst,0
5117,thorn,0
5118,perished,0
5119,stubbornness,0
5120,dissipated,0
5121,direct,7
5122,pool,0
5123,impurity,1
5124,agency,0
5125,nathan,0
5126,imposed,0
5127,wild,1
5128,nutriment,0
5129,causeth,0
5130,tasks,1
5131,artful,0
5132,contemptible,0
5133,erreth,0
5134,correcteth,0
5135,buddha,0
5136,continually,0
5137,grief,7
5138,phrase,0
5139,accusing,0
5140,wavering,0
5141,notions,0
5142,wildernesses,0
5143,inbreathing,0
5144,far,5
5145,uttering,0
5146,mahakotthita,0
5147,occupied,0
5148,foes,0
5149,gently,1
5150,undesirable,0
5151,pricked,0
5152,disposeth,0
5153,scourgest,0
5154,flow,1
5155,hypnotists,0
5156,distinction,2
5157,enemy,0
5158,consequence,0
5159,feet,1
5160,deceitfnl,0
5161,formed,0
5162,wherever,0
5163,groaning,0
5164,love,1
5165,disquiet,0
5166,tortures,0
5167,distributed,1
5168,diligent,0
5169,secured,0
5170,murky,0
5171,pursueth,0
5172,penetrates,1
5173,odorless,1
5174,securing,0
5175,duty,1
5176,ruined,0
5177,holding,2
5178,lame,0
5179,censurer,0
5180,infant,0
5181,earn,1
5182,strings,0
5183,widow,0
5184,offer,0
5185,bondage,0
5186,festivity,0
5187,arrival,0
5188,write,0
5189,reproacheth,0
5190,picture,1
5191,whoever,2
5192,opportunities,0
5193,exerts,0
5194,ordering,0
5195,expected,0
5196,yesterday,0
5197,glory,10
5198,countries,0
5199,godward,1
5200,indian,0
5201,grieveth,0
5202,yards,0
5203,seas,0
5204,rejecteth,0
5205,kisseth,0
5206,outgrowths,0
5207,entry,0
5208,cloud,0
5209,fleeth,0
5210,crowned,0
5211,purchase,0
5212,measurable,0
5213,accustomed,0
5214,first,18
5215,hastened,0
5216,undoubtedly,1
5217,speakers,0
5218,broken,0
5219,stomach,0
5220,honor,1
5221,exclusion,0
5222,winepress,0
5223,wars,0
5224,destructive,0
5225,fro,0
5226,nt,0
5227,stolen,0
5228,comforter,0
5229,customs,0
5230,tend,0
5231,nowise,0
5232,passed,0
5233,atmagnana,1
5234,antiquity,0
5235,sister,0
5236,demigod,0
5237,hast,9
5238,press,2
5239,expiation,0
5240,openly,0
5241,cleareth,0
5242,together,3
5243,superabundance,0
5244,desirous,1
5245,sturdy,0
5246,rain,2
5247,wherein,1
5248,wet,0
5249,firstborn,0
5250,baring,0
5251,taught,13
5252,impression,0
5253,tabernacle,0
5254,assigned,0
5255,system,1
5256,lives,2
5257,decaying,1
5258,eliseus,0
5259,idealist,0
5260,drowned,0
5261,diggeth,0
5262,remit,0
5263,anon,0
5264,centred,0
5265,stream,0
5266,trodden,0
5267,road,1
5268,suffuses,0
5269,disputatious,0
5270,erring,0
5271,sinneth,0
5272,urine,0
5273,hair,0
5274,sit,0
5275,fume,0
5276,yes,3
5277,seeds,0
5278,fascinations,0
5279,refused,1
5280,diminish,0
5281,stayeth,0
5282,departeth,0
5283,formful,1
5284,mischievous,0
5285,considerable,0
5286,incurable,0
5287,violate,0
5288,abodes,0
5289,unseemly,0
5290,family,0
5291,conducted,0
5292,sloth,0
5293,disjointed,0
5294,straightforward,0
5295,comforted,0
5296,sway,2
5297,intercession,0
5298,niggardly,0
5299,rooted,1
5300,analyzing,0
5301,enjoy,4
5302,poor,0
5303,selfish,3
5304,deceiving,0
5305,t,0
5306,vesture,0
5307,failed,0
5308,detestable,0
5309,adoreth,0
5310,sweat,0
5311,venomous,0
5312,irresolute,0
5313,ball,0
5314,pledge,0
5315,spot,0
5316,enmeshing,0
5317,defined,0
5318,leagues,0
5319,structure,0
5320,hindrances,0
5321,current,0
5322,undermine,0
5323,defeat,0
5324,heirs,0
5325,vinegar,0
5326,drawing,0
5327,eyes,5
5328,vapour,0
5329,sacrifices,2
5330,guilty,0
5331,weariness,0
5332,answers,1
5333,directly,3
5334,turnings,0
5335,badly,0
5336,contradiction,0
5337,stretching,0
5338,unavoidable,0
5339,touch,2
5340,run,2
5341,hinder,0
5342,astray,0
5343,idealistic,0
5344,deity,2
5345,this,1
5346,due,1
5347,hurtful,0
5348,searchlight,0
5349,days,1
5350,presently,0
5351,closer,1
5352,straineth,0
5353,ambitions,0
5354,infinite,8
5355,imprudent,0
5356,adoration,2
5357,person,2
5358,sharpened,1
5359,ill,0
5360,exercised,0
5361,obeyed,0
5362,terrifying,0
5363,yellow,0
5364,played,0
5365,optic,0
5366,brokenness,0
5367,got,0
5368,verily,12
5369,woman,0
5370,dazzling,2
5371,receives,0
5372,engrossed,1
5373,chastising,0
5374,verse,8
5375,instructing,0
5376,enjoyed,0
5377,wade,0
5378,thorough,1
5379,wink,0
5380,overflow,0
5381,sweetly,0
5382,wellpondered,0
5383,destined,0
5384,rills,0
5385,firmly,2
5386,buff,0
5387,bridle,0
5388,prevailing,0
5389,country,0
5390,brittle,0
5391,extirpate,0
5392,recognizes,0
5393,decomposed,0
5394,lily,0
5395,laziness,0
5396,respond,0
5397,burned,2
5398,vedantins,0
5399,advise,0
5400,capacity,0
5401,undifferentiated,2
5402,exceed,0
5403,layeth,0
5404,upright,0
5405,threats,0
5406,assembly,0
5407,objective,0
5408,speaks,1
5409,motion,0
5410,abated,0
5411,elder,0
5412,entangle,1
5413,hosts,0
5414,retina,0
5415,upper,0
5416,monk,0
5417,gather,1
5418,establisheth,0
5419,irrigation,0
5420,springeth,0
5421,speak,1
5422,throne,0
5423,dissembling,0
5424,figures,0
5425,beg,1
5426,manifestation,5
5427,remind,3
5428,make,2
5429,worshippeth,0
5430,predisposition,0
5431,truly,3
5432,sound,6
5433,transfers,0
5434,mist,0
5435,immersed,0
5436,selfrecognition,0
5437,steal,0
5438,liable,0
5439,separate,1
5440,quail,0
5441,partaker,0
5442,faith,4
5443,scholars,0
5444,congealed,0
5445,curse,0
5446,course,2
5447,acquisition,0
5448,cancer,0
5449,adulterous,0
5450,rounds,0
5451,toys,1
5452,undaunted,0
5453,inwardly,0
5454,terrorstricken,0
5455,abstains,0
5456,ex,0
5457,achieved,1
5458,discreet,0
5459,among,7
5460,deceitful,0
5461,blueness,0
5462,multiplicity,0
5463,fornicated,0
5464,chewing,0
5465,excites,0
5466,search,0
5467,organic,0
5468,makers,0
5469,sins,0
5470,dies,6
5471,amplifies,0
5472,shield,0
5473,begun,0
5474,accomplishment,0
5475,alleging,0
5476,withstood,0
5477,namely,0
5478,nabat,0
5479,disposition,0
5480,thought,14
5481,bared,0
5482,determine,1
5483,apartment,0
5484,greatness,0
5485,assuage,0
5486,interpolation,2
5487,sand,0
5488,predicate,0
5489,faileth,0
5490,different,4
5491,consciously,0
5492,pupil,1
5493,society,0
5494,undying,4
5495,valiantly,0
5496,prism,0
5497,case,1
5498,symbols,2
5499,multiply,0
5500,plough,0
5501,adhyatman,1
5502,sweeter,0
5503,radiant,1
5504,defend,0
5505,returning,0
5506,sets,0
5507,wheel,0
5508,avoiding,0
5509,reconcile,0
5510,significance,4
5511,mysteries,0
5512,wen,0
5513,consent,0
5514,essence,11
5515,substantial,0
5516,paths,1
5517,sundered,0
5518,whatsoever,4
5519,anointed,0
5520,eyesight,0
5521,stay,1
5522,tempted,2
5523,arresting,0
5524,advance,0
5525,dirty,0
5526,motive,2
5527,accompanied,0
5528,sinners,0
5529,daunt,0
5530,rock,0
5531,winters,0
5532,froth,0
5533,unfilled,0
5534,defecating,0
5535,defraud,0
5536,atone,1
5537,simultaneously,0
5538,revenge,0
5539,swift,1
5540,path,12
5541,drinketh,0
5542,fierce,0
5543,unlimited,3
5544,barley,0
5545,employs,0
5546,enlarging,0
5547,unpunished,0
5548,maintenance,0
5549,afforded,0
5550,tiger,0
5551,beginnings,0
5552,flying,0
5553,spokes,0
5554,rending,0
5555,quaintly,0
5556,kisses,0
5557,yama,26
5558,nonconfusion,0
5559,lend,0
5560,lacking,1
5561,carriages,0
5562,integrity,0
5563,reveals,2
5564,sustainer,1
5565,ponds,0
5566,creation,2
5567,rituals,3
5568,taking,0
5569,impudently,0
5570,planted,0
5571,boastful,0
5572,sannyasin,1
5573,agent,1
5574,shoulder,0
5575,fact,2
5576,distorted,0
5577,beautifully,0
5578,satan,0
5579,pause,0
5580,enlargeth,0
5581,inheritance,0
5582,lean,0
5583,inhabit,0
5584,overflowing,0
5585,conditioned,0
5586,vividly,0
5587,separates,1
5588,level,0
5589,insects,0
5590,toughness,0
5591,strata,0
5592,allconscious,0
5593,sinned,0
5594,misery,2
5595,troubled,0
5596,irregularity,0
5597,vain,0
5598,instanced,0
5599,presuming,0
5600,cities,0
5601,contends,0
5602,yet,17
5603,pierced,0
5604,incommunicable,0
5605,tries,2
5606,evercreative,0
5607,laboured,0
5608,focussed,0
5609,succeed,0
5610,kinglike,0
5611,elemental,0
5612,disguises,0
5613,account,1
5614,nevertheless,0
5615,science,3
5616,wellnigh,0
5617,cinnamon,0
5618,directing,0
5619,thereof,0
5620,welfare,1
5621,heavier,0
5622,meditated,1
5623,consolation,0
5624,beareth,0
5625,cedar,0
5626,threedimensional,0
5627,ensued,0
5628,xii,1
5629,palpable,0
5630,observed,1
5631,benefit,1
5632,disentangled,0
5633,beforehand,0
5634,shoals,0
5635,managed,0
5636,adorned,0
5637,wholly,3
5638,skeleton,0
5639,whistling,0
5640,voice,0
5641,veils,0
5642,chaste,0
5643,built,0
5644,relatives,0
5645,weaken,1
5646,nursed,0
5647,permitted,0
5648,deed,0
5649,heathens,0
5650,none,3
5651,scarlet,0
5652,kind,2
5653,wake,0
5654,prepare,0
5655,alterations,0
5656,flourish,0
5657,shoe,0
5658,rashly,0
5659,shankara,0
5660,drip,0
5661,wheresoever,0
5662,shoulders,0
5663,edition,0
5664,whisper,0
5665,blasphemies,0
5666,phantasm,0
5667,pronounce,0
5668,climb,0
5669,shed,0
5670,wolf,0
5671,awakening,2
5672,lad,2
5673,refreshed,0
5674,humanity,0
5675,declineth,0
5676,ignore,1
5677,save,1
5678,laugheth,0
5679,restless,1
5680,courageous,0
5681,reprehensions,0
5682,babes,0
5683,undertakings,0
5684,ardently,0
5685,fabricationsfabrications,0
5686,entreat,0
5687,embody,0
5688,latter,0
5689,weakness,0
5690,dhyana,0
5691,reflect,3
5692,bribery,0
5693,burst,0
5694,branch,0
5695,sense,16
5696,hours,0
5697,contain,0
5698,abideth,0
5699,perturbations,0
5700,three,9
5701,conflict,1
5702,fought,0
5703,needeth,0
5704,endeavors,0
5705,loose,0
5706,apothecary,0
5707,division,1
5708,gloriously,0
5709,david,0
5710,eastern,0
5711,extreme,1
5712,overmuch,0
5713,vegetable,0
5714,flower,0
5715,bribes,0
5716,divinations,0
5717,foolishly,0
5718,spoils,0
5719,seedladen,0
5720,desert,0
5721,fellowship,0
5722,equally,0
5723,influence,1
5724,guide,0
5725,talk,0
5726,secondly,0
5727,forasmuch,0
5728,remarked,0
5729,ray,0
5730,fodder,0
5731,tumults,0
5732,boiling,0
5733,prays,1
5734,manifests,0
5735,surfeiting,0
5736,transgression,0
5737,depends,1
5738,round,2
5739,labouring,0
5740,softest,0
5741,crooked,1
5742,waiteth,0
5743,embracing,0
5744,dangers,0
5745,israel,0
5746,philosopher,0
5747,thither,0
5748,scorn,0
5749,thousand,0
5750,reinforcements,0
5751,hidden,5
5752,right,6
5753,numerous,0
5754,fury,0
5755,fraunhofer,0
5756,acquitted,0
5757,divulgeth,0
5758,team,0
5759,ensues,0
5760,uncertain,0
5761,preacheth,0
5762,gotten,0
5763,moderately,0
5764,turning,0
5765,hailed,0
5766,proverbs,0
5767,kindred,0
5768,intellect,16
5769,determineth,0
5770,river,0
5771,polished,2
5772,beam,0
5773,waited,1
5774,continue,1
5775,corner,0
5776,stable,0
5777,hastily,0
5778,treat,0
5779,lessons,0
5780,describe,0
5781,accidental,0
5782,soulvision,0
5783,anvil,0
5784,gentiles,0
5785,laugh,0
5786,saving,0
5787,adorneth,0
5788,wish,0
5789,tyrians,0
5790,fowler,0
5791,peculiar,0
5792,madman,0
5793,situation,0
5794,deleterious,0
5795,sennacherib,0
5796,heeding,0
5797,bank,0
5798,shouted,0
5799,unwise,0
5800,duly,1
5801,profound,0
5802,value,3
5803,chooses,6
5804,resulting,0
5805,life,27
5806,curseth,0
5807,keepeth,0
5808,consumed,0
5809,inexhaustible,2
5810,seal,0
5811,look,2
5812,exhorts,0
5813,preferable,0
5814,perfumer,0
5815,according,8
5816,honeyeater,1
5817,skies,0
5818,colour,0
5819,apprehension,1
5820,jade,0
5821,daughter,0
5822,rich,1
5823,ceaseless,0
5824,refresheth,0
5825,soberly,0
5826,abolish,0
5827,sharing,0
5828,inherited,0
5829,overflowed,0
5830,amendment,0
5831,sprout,0
5832,handmaids,0
5833,disturb,1
5834,presumptuous,0
5835,liberal,0
5836,happened,0
5837,disappearance,0
5838,witnesses,0
5839,importance,1
5840,farther,0
5841,regeneration,0
5842,popular,0
5843,formulates,0
5844,rows,0
5845,allcomprehending,0
5846,blessed,1
5847,inspires,0
5848,tadvanam,3
5849,withstand,0
5850,upbraideth,0
5851,sacrificed,0
5852,preserved,0
5853,maledictions,0
5854,inability,0
5855,graduated,0
5856,reins,4
5857,gaineth,0
5858,warn,0
5859,beast,0
5860,ignorant,5
5861,thrice,0
5862,details,0
5863,weight,1
5864,reminding,1
5865,analytic,0
5866,send,1
5867,freezing,0
5868,dearest,1
5869,would,5
5870,tone,0
5871,confront,1
5872,progeny,0
5873,begotten,0
5874,hewing,0
5875,simple,0
5876,imaginings,0
5877,flesh,1
5878,headstrong,0
5879,flee,0
5880,commendable,0
5881,multiplieth,0
5882,slow,0
5883,skinoil,0
5884,imagemaking,0
5885,auditory,0
5886,differentiated,0
5887,media,0
5888,honourable,0
5889,wound,0
5890,increaseth,0
5891,renewed,0
5892,sparest,0
5893,rank,0
5894,kindling,0
5895,begin,0
5896,upbraiding,0
5897,houseroom,0
5898,destination,1
5899,realities,1
5900,springs,1
5901,killing,0
5902,stone,0
5903,producing,0
5904,undisciplined,0
5905,upraised,2
5906,simplicity,0
5907,direction,1
5908,water,9
5909,older,0
5910,limpid,0
5911,authoritative,0
5912,ministers,0
5913,intercourse,0
5914,playing,0
5915,copied,0
5916,resentment,0
5917,temperance,0
5918,leader,0
5919,weapons,0
5920,thoughtreader,0
5921,traditions,0
5922,permeating,0
5923,brook,0
5924,catch,0
5925,preparation,1
5926,goeth,0
5927,hook,0
5928,dispenser,0
5929,longeth,0
5930,inspired,0
5931,pine,0
5932,win,0
5933,buyeth,0
5934,balm,0
5935,oaths,0
5936,multiplied,0
5937,fail,1
5938,given,4
5939,overlookest,0
5940,naked,0
5941,invisible,12
5942,whips,0
5943,wastes,0
5944,overmaster,0
5945,enumerated,0
5946,writing,0
5947,potter,0
5948,entertainment,0
5949,industrious,0
5950,existent,1
5951,abstinences,0
5952,trust,0
5953,iniquities,0
5954,invited,0
5955,melody,0
5956,plasterings,0
5957,resists,0
5958,comest,0
5959,plains,0
5960,understands,0
5961,increase,0
5962,roaring,0
5963,repay,0
5964,busies,0
5965,reacting,0
5966,indorse,0
5967,repented,0
5968,lamenting,0
5969,punish,0
5970,cordial,0
5971,apparel,0
5972,telling,0
5973,eight,0
5974,painstaking,0
5975,covetous,0
5976,parch,0
5977,gases,0
5978,hindereth,0
5979,weakening,0
5980,abateth,0
5981,occasion,0
5982,worshipper,2
5983,onesided,1
5984,simsapa,0
5985,restore,0
5986,comparison,0
5987,injuriously,0
5988,germinate,0
5989,virtue,1
5990,habitations,0
5991,pursuit,0
5992,gleams,0
5993,fate,0
5994,meat,0
5995,deafness,0
5996,choler,0
5997,remainderless,0
5998,admittance,0
5999,tents,0
6000,abstain,0
6001,arani,1
6002,imperfect,0
6003,deep,0
6004,plaster,0
6005,treated,0
6006,skin,0
6007,mass,0
6008,attained,18
6009,epoch,0
6010,consciousnesshood,0
6011,adopted,0
6012,self,79
6013,outrages,0
6014,appeareth,0
6015,entrance,0
6016,tumour,0
6017,vintage,0
6018,considered,0
6019,guided,1
6020,instrument,0
6021,refuses,0
6022,meant,3
6023,undefiled,0
6024,allied,0
6025,disputing,0
6026,watchmen,0
6027,iniqnity,0
6028,hastening,0
6029,disposed,1
6030,condemneth,0
6031,speaketh,0
6032,lose,1
6033,purposive,0
6034,seals,0
6035,dissembleth,0
6036,nerve,0
6037,sacrificers,1
6038,studieth,0
6039,grants,1
6040,scourged,0
6041,intensely,0
6042,wished,0
6043,distraction,0
6044,kernel,0
6045,community,0
6046,cling,1
6047,western,0
6048,marching,0
6049,feared,0
6050,vengeance,0
6051,strongest,0
6052,seclusion,0
6053,keel,0
6054,retaineth,0
6055,chamber,0
6056,interpretations,0
6057,conduct,1
6058,christian,2
6059,page,0
6060,releasing,0
6061,miracle,0
6062,lender,0
6063,solicitudes,0
6064,equilibrium,1
6065,indispensable,0
6066,forbearance,0
6067,sophistically,0
6068,load,0
6069,flavours,0
6070,wondered,0
6071,hung,0
6072,transformations,0
6073,perform,3
6074,sorceries,0
6075,flies,0
6076,successive,0
6077,traverse,0
6078,fatted,0
6079,clan,0
6080,selfexistent,2
6081,strive,1
6082,corrupted,0
6083,helmet,0
6084,except,1
6085,hold,1
6086,impeded,0
6087,restraint,0
6088,riches,0
6089,recess,1
6090,bidding,1
6091,hypocrite,0
6092,imparting,0
6093,enumeration,0
6094,noneternal,1
6095,triad,0
6096,lust,0
6097,prophesied,0
6098,dying,0
6099,standeth,0
6100,prophet,0
6101,horn,0
6102,bodies,3
6103,supplied,0
6104,word,14
6105,withal,0
6106,habituated,0
6107,forsaketh,0
6108,gate,0
6109,agur,0
6110,praises,1
6111,decrepit,0
6112,convinced,3
6113,honey,0
6114,repaid,0
6115,mayst,0
6116,ascend,0
6117,beans,0
6118,individual,7
6119,dost,0
6120,tongues,0
6121,suddenness,0
6122,hyenas,0
6123,willing,0
6124,tiniest,0
6125,intellectconsciousness,0
6126,cherubims,0
6127,solidified,0
6128,alternates,0
6129,sealed,0
6130,fired,0
6131,speedy,0
6132,passions,1
6133,tempt,0
6134,rapture,0
6135,theorem,0
6136,gentle,0
6137,nourishment,0
6138,laborer,0
6139,liars,0
6140,defiance,0
6141,preserve,0
6142,prevail,0
6143,kingly,0
6144,held,0
6145,impatient,0
6146,woven,0
6147,walkest,0
6148,unto,4
6149,several,0
6150,adultery,0
6151,mindimpress,0
6152,extinct,0
6153,awakest,0
6154,psychical,0
6155,characteristic,0
6156,filling,0
6157,growing,0
6158,ebb,0
6159,selfreproductive,0
6160,servitude,0
6161,sights,1
6162,sort,0
6163,nobility,0
6164,methods,0
6165,longer,2
6166,deceasing,0
6167,trained,0
6168,abysmal,0
6169,throws,1
6170,quarrels,0
6171,polish,0
6172,birthbirth,0
6173,presumptuously,0
6174,perjury,0
6175,crosswise,0
6176,dreamland,0
6177,marched,0
6178,etc,0
6179,limitation,0
6180,speeches,0
6181,judgeth,0
6182,easy,2
6183,abase,0
6184,concentration,2
6185,lamp,1
6186,thrones,0
6187,closed,0
6188,distinctly,0
6189,publisheth,0
6190,worshipping,0
6191,unwisdom,0
6192,exercises,1
6193,assault,0
6194,froward,0
6195,around,0
6196,ties,1
6197,part,8
6198,quarrelsome,0
6199,appanage,0
6200,anointedst,0
6201,materials,0
6202,extinguisheth,0
6203,gates,3
6204,looseth,0
6205,mean,3
6206,myths,0
6207,bitterness,0
6208,afterward,0
6209,trembling,0
6210,known,18
6211,destroys,1
6212,destroyer,0
6213,stupidity,0
6214,effect,3
6215,divide,0
6216,gad,0
6217,labours,0
6218,arriving,1
6219,sin,4
6220,inevitable,1
6221,depend,3
6222,decline,0
6223,spiritlike,0
6224,promptly,0
6225,formness,0
6226,kinetic,0
6227,sparrow,0
6228,pluck,0
6229,fainted,0
6230,huckster,0
6231,dogs,0
6232,enables,2
6233,breeches,0
6234,unbelieving,0
6235,whosoever,0
6236,taste,1
6237,disunite,1
6238,melted,0
6239,peaceful,2
6240,parents,0
6241,intelligence,4
6242,results,3
6243,helpmate,0
6244,bosom,0
6245,virtues,0
6246,sorry,0
6247,victim,0
6248,defending,0
6249,august,0
6250,covenants,0
6251,abounded,0
6252,endure,0
6253,necessaries,0
6254,deliver,0
6255,technical,0
6256,servant,0
6257,probably,1
6258,vomens,0
6259,lower,6
6260,evermore,0
6261,firmness,0
6262,injuries,0
6263,tremble,0
6264,enduring,0
6265,edomites,0
6266,apprehend,1
6267,rags,0
6268,gathered,0
6269,subjective,0
6270,sharpeneth,0
6271,wears,0
6272,carry,2
6273,condoleth,0
6274,boats,0
6275,entertaineth,0
6276,broods,0
6277,northern,0
6278,hadst,0
6279,setteth,0
6280,surety,0
6281,heritage,0
6282,dreams,0
6283,clouds,1
6284,fights,0
6285,brothers,0
6286,utterly,0
6287,fishes,0
6288,leading,4
6289,selfcomplacency,0
6290,boasting,0
6291,bulwarks,0
6292,fighteth,0
6293,jacob,0
6294,labour,0
6295,precursor,0
6296,swine,0
6297,discords,0
6298,eyecontact,0
6299,gavest,0
6300,quoted,0
6301,pile,0
6302,thereafter,0
6303,travelling,0
6304,achievements,0
6305,uncelibacy,0
6306,trial,0
6307,rusteth,0
6308,examining,0
6309,absorbed,0
6310,completely,1
6311,boundary,1
6312,stationary,1
6313,enforce,0
6314,declare,6
6315,rapidity,0
6316,find,10
6317,modes,0
6318,oblivion,0
6319,scream,0
6320,ordination,0
6321,shutting,0
6322,seir,0
6323,quick,0
6324,serve,2
6325,restoration,0
6326,unveiled,0
6327,seekers,2
6328,perfect,3
6329,worse,0
6330,forever,0
6331,convince,0
6332,appease,0
6333,outside,4
6334,exposing,0
6335,unending,0
6336,ceases,1
6337,fleeing,0
6338,funerals,0
6339,direful,0
6340,speaker,0
6341,artistic,0
6342,faring,0
6343,gathereth,0
6344,clingable,0
6345,luxury,0
6346,taittiriya,0
6347,invites,0
6348,congenial,0
6349,apparition,0
6350,immeasurable,1
6351,attached,1
6352,calamity,0
6353,fulfilled,1
6354,scent,0
6355,possession,2
6356,brightest,0
6357,furious,0
6358,gomorrha,0
6359,wordless,0
6360,marks,0
6361,melodious,0
6362,levels,0
6363,suffuse,0
6364,array,0
6365,speedily,0
6366,tempts,1
6367,deflour,0
6368,prevails,0
6369,reversed,0
6370,mindimage,0
6371,forge,0
6372,ordained,0
6373,ore,0
6374,shrouded,0
6375,prophetic,0
6376,conflicting,0
6377,earthly,3
6378,greatsoured,1
6379,emmanation,0
6380,shade,0
6381,detractors,0
6382,seasons,0
6383,covenant,0
6384,oft,0
6385,downwardlife,0
6386,ruining,0
6387,celestial,0
6388,instructed,3
6389,devourers,0
6390,omega,0
6391,permeate,0
6392,hateful,0
6393,blow,3
6394,philistines,0
6395,stressful,0
6396,pleasure,9
6397,dharana,0
6398,conquest,0
6399,gone,0
6400,liberated,3
6401,outbreathing,0
6402,wealth,7
