,Words,YogaSutra_Counts
4834,reptiles,0
4835,fair,1
4836,furnished,0
4837,steed,0
4838,emptiness,0
4839,reared,1
4840,crevice,0
4841,king,1
4842,acknowledged,0
4843,selfseeking,1
4844,blossomed,1
4845,effluents,0
4846,selfdelusion,0
4847,nonreturn,0
4848,beside,1
4849,selfaffliction,0
4850,inclinations,0
4851,laughed,0
4852,states,10
4853,know,24
4854,searcheth,0
4855,twoedged,0
4856,insult,0
4857,crafty,0
4858,unlearned,0
4859,blunt,0
4860,deathlessness,0
4861,craftily,1
4862,vidya,0
4863,children,9
4864,lying,0
4865,nave,1
4866,flaw,0
4867,thoughtswift,1
4868,character,6
4869,impassable,0
4870,banquets,0
4871,variety,1
4872,minds,5
4873,precise,1
4874,bones,0
4875,twofold,7
4876,chastise,0
4877,inappropriate,0
4878,abusive,0
4879,ere,1
4880,locusts,0
4881,negligences,0
4882,matarisva,0
4883,clearly,10
4884,descend,0
4885,prudence,0
4886,interrupt,0
4887,hereby,0
4888,purified,2
4889,restraining,1
4890,support,1
4891,achievement,0
4892,arrow,0
4893,definitely,0
4894,refuse,1
4895,inactive,0
4896,maintained,0
4897,lesser,2
4898,desperation,0
4899,deny,3
4900,transmission,1
4901,thigh,0
4902,algebra,1
4903,exemplifies,1
4904,movement,1
4905,valorous,2
4906,easier,0
4907,finest,1
4908,tissue,1
4909,spontaneity,0
4910,subsequent,0
4911,changing,0
4912,read,5
4913,earthproperty,0
4914,saints,1
4915,resent,1
4916,disaster,2
4917,bent,0
4918,excuse,1
4919,suffering,1
4920,traditional,1
4921,assured,0
4922,finingpot,0
4923,seriously,0
4924,heard,5
4925,almost,2
4926,ring,0
4927,fusion,1
4928,choose,2
4929,lifecurrents,2
4930,detracting,0
4931,godliness,0
4932,obliged,0
4933,colours,1
4934,foot,1
4935,bending,0
4936,dance,0
4937,points,1
4938,followest,0
4939,transgress,0
4940,stead,0
4941,fugitive,1
4942,obstacles,4
4943,year,0
4944,changeth,0
4945,shone,0
4946,stem,0
4947,depraved,0
4948,detained,0
4949,stationed,0
4950,illcultivated,0
4951,ambition,4
4952,regenerating,1
4953,transparent,1
4954,effulgence,0
4955,pray,0
4956,six,0
4957,chastisest,0
4958,discernment,7
4959,comprehended,1
4960,alternative,0
4961,unexpected,0
4962,shivering,1
4963,understanding,16
4964,endued,0
4965,fails,1
4966,confidence,0
4967,measures,0
4968,sisters,0
4969,flags,1
4970,thereby,5
4971,wellpenetrated,0
4972,abasing,0
4973,thick,0
4974,losing,1
4975,hopeth,0
4976,dishonour,0
4977,knots,0
4978,meadow,0
4979,footsteps,1
4980,toucheth,0
4981,nothing,5
4982,charm,1
4983,powder,0
4984,graying,0
4985,illumine,1
4986,bindings,0
4987,sacrificer,0
4988,supreme,4
4989,differeth,0
4990,listen,0
4991,selfassertion,0
4992,abundantly,0
4993,successor,0
4994,fore,0
4995,fade,0
4996,revealing,1
4997,darkened,0
4998,conventionally,1
4999,stiffnecked,0
5000,forgetfullness,0
5001,giver,0
5002,illustration,3
5003,rise,3
5004,shadow,5
5005,elephant,2
5006,wasting,0
5007,release,3
5008,washing,1
5009,desires,7
5010,reap,1
5011,tempteth,0
5012,incorruptible,0
5013,compelled,0
5014,objections,0
5015,pour,0
5016,requisites,0
5017,separateth,0
5018,fitted,2
5019,pillar,1
5020,cleave,1
5021,visited,0
5022,strongly,1
5023,maintain,1
5024,withholding,0
5025,alone,4
5026,india,1
5027,features,1
5028,kinship,2
5029,lay,3
5030,daring,0
5031,purity,9
5032,stood,0
5033,vineyard,0
5034,transgressors,0
5035,rather,16
5036,energies,2
5037,skilful,0
5038,leopard,0
5039,toil,6
5040,brahman,0
5041,searching,0
5042,faculties,0
5043,selfreliance,0
5044,bend,0
5045,period,2
5046,initiation,0
5047,earconsciousness,0
5048,becomings,0
5049,hasty,0
5050,inasmuch,0
5051,straiten,0
5052,sprung,0
5053,fabricationhood,0
5054,distinct,2
5055,quails,0
5056,compacted,0
5057,artists,1
5058,supple,0
5059,classed,0
5060,containing,1
5061,cleanse,0
5062,cades,0
5063,onyx,0
5064,repaying,0
5065,sale,0
5066,everything,2
5067,dishonoured,0
5068,trees,0
5069,representative,0
5070,identify,0
5071,axe,1
5072,eluding,0
5073,royalty,0
5074,mastered,1
5075,apostate,0
5076,excelled,0
5077,squeezeth,0
5078,shares,1
5079,skilfully,0
5080,intellectually,0
5081,impure,3
5082,chimney,0
5083,tells,3
5084,considers,1
5085,proved,0
5086,liberation,10
5087,bastard,0
5088,grievously,0
5089,feelingfeeling,0
5090,gained,15
5091,reproofs,0
5092,odours,0
5093,groanings,0
5094,dream,3
5095,deathdeath,0
5096,extend,0
5097,extra,0
5098,perisheth,0
5099,manacles,1
5100,wanton,0
5101,smelled,0
5102,spreading,0
5103,conviction,3
5104,top,0
5105,gaining,2
5106,vice,0
5107,stand,10
5108,unattached,0
5109,surcease,1
5110,bitter,1
5111,compasseth,0
5112,circuits,0
5113,foreseen,0
5114,confess,0
5115,reasoning,1
5116,destroyedst,0
5117,thorn,0
5118,perished,0
5119,stubbornness,1
5120,dissipated,1
5121,direct,5
5122,pool,0
5123,impurity,2
5124,agency,0
5125,nathan,0
5126,imposed,1
5127,wild,1
5128,nutriment,0
5129,causeth,0
5130,tasks,2
5131,artful,0
5132,contemptible,0
5133,erreth,0
5134,correcteth,0
5135,buddha,0
5136,continually,0
5137,grief,0
5138,phrase,4
5139,accusing,0
5140,wavering,1
5141,notions,2
5142,wildernesses,0
5143,inbreathing,1
5144,far,13
5145,uttering,1
5146,mahakotthita,0
5147,occupied,0
5148,foes,1
5149,gently,0
5150,undesirable,0
5151,pricked,0
5152,disposeth,0
5153,scourgest,0
5154,flow,8
5155,hypnotists,1
5156,distinction,3
5157,enemy,1
5158,consequence,0
5159,feet,6
5160,deceitfnl,0
5161,formed,2
5162,wherever,2
5163,groaning,0
5164,love,20
5165,disquiet,1
5166,tortures,0
5167,distributed,0
5168,diligent,0
5169,secured,0
5170,murky,1
5171,pursueth,0
5172,penetrates,0
5173,odorless,0
5174,securing,0
5175,duty,1
5176,ruined,0
5177,holding,2
5178,lame,0
5179,censurer,0
5180,infant,0
5181,earn,0
5182,strings,0
5183,widow,0
5184,offer,1
5185,bondage,11
5186,festivity,0
5187,arrival,0
5188,write,1
5189,reproacheth,0
5190,picture,8
5191,whoever,0
5192,opportunities,1
5193,exerts,0
5194,ordering,0
5195,expected,0
5196,yesterday,1
5197,glory,3
5198,countries,0
5199,godward,0
5200,indian,2
5201,grieveth,0
5202,yards,0
5203,seas,0
5204,rejecteth,0
5205,kisseth,0
5206,outgrowths,1
5207,entry,2
5208,cloud,3
5209,fleeth,0
5210,crowned,0
5211,purchase,1
5212,measurable,1
5213,accustomed,0
5214,first,59
5215,hastened,0
5216,undoubtedly,0
5217,speakers,0
5218,broken,3
5219,stomach,0
5220,honor,0
5221,exclusion,1
5222,winepress,0
5223,wars,0
5224,destructive,1
5225,fro,1
5226,nt,0
5227,stolen,0
5228,comforter,0
5229,customs,0
5230,tend,0
5231,nowise,0
5232,passed,2
5233,atmagnana,0
5234,antiquity,0
5235,sister,0
5236,demigod,1
5237,hast,2
5238,press,0
5239,expiation,0
5240,openly,0
5241,cleareth,0
5242,together,14
5243,superabundance,0
5244,desirous,0
5245,sturdy,1
5246,rain,1
5247,wherein,4
5248,wet,1
5249,firstborn,0
5250,baring,0
5251,taught,2
5252,impression,2
5253,tabernacle,0
5254,assigned,0
5255,system,4
5256,lives,10
5257,decaying,0
5258,eliseus,0
5259,idealist,2
5260,drowned,0
5261,diggeth,0
5262,remit,1
5263,anon,0
5264,centred,1
5265,stream,1
5266,trodden,0
5267,road,1
5268,suffuses,0
5269,disputatious,0
5270,erring,1
5271,sinneth,0
5272,urine,0
5273,hair,2
5274,sit,0
5275,fume,0
5276,yes,0
5277,seeds,5
5278,fascinations,1
5279,refused,0
5280,diminish,0
5281,stayeth,0
5282,departeth,0
5283,formful,0
5284,mischievous,0
5285,considerable,1
5286,incurable,0
5287,violate,1
5288,abodes,0
5289,unseemly,0
5290,family,1
5291,conducted,0
5292,sloth,0
5293,disjointed,0
5294,straightforward,0
5295,comforted,0
5296,sway,0
5297,intercession,0
5298,niggardly,0
5299,rooted,1
5300,analyzing,1
5301,enjoy,0
5302,poor,0
5303,selfish,0
5304,deceiving,0
5305,t,0
5306,vesture,19
5307,failed,0
5308,detestable,0
5309,adoreth,0
5310,sweat,0
5311,venomous,0
5312,irresolute,0
5313,ball,1
5314,pledge,0
5315,spot,1
5316,enmeshing,1
5317,defined,4
5318,leagues,1
5319,structure,1
5320,hindrances,5
5321,current,9
5322,undermine,0
5323,defeat,1
5324,heirs,1
5325,vinegar,0
5326,drawing,1
5327,eyes,17
5328,vapour,0
5329,sacrifices,0
5330,guilty,1
5331,weariness,0
5332,answers,1
5333,directly,5
5334,turnings,1
5335,badly,1
5336,contradiction,1
5337,stretching,1
5338,unavoidable,0
5339,touch,5
5340,run,4
5341,hinder,0
5342,astray,0
5343,idealistic,1
5344,deity,0
5345,this,1
5346,due,3
5347,hurtful,1
5348,searchlight,1
5349,days,3
5350,presently,0
5351,closer,0
5352,straineth,0
5353,ambitions,1
5354,infinite,6
5355,imprudent,0
5356,adoration,0
5357,person,4
5358,sharpened,0
5359,ill,1
5360,exercised,2
5361,obeyed,2
5362,terrifying,0
5363,yellow,0
5364,played,1
5365,optic,1
5366,brokenness,0
5367,got,0
5368,verily,0
5369,woman,0
5370,dazzling,0
5371,receives,1
5372,engrossed,0
5373,chastising,0
5374,verse,0
5375,instructing,0
5376,enjoyed,0
5377,wade,0
5378,thorough,0
5379,wink,0
5380,overflow,0
5381,sweetly,0
5382,wellpondered,0
5383,destined,2
5384,rills,1
5385,firmly,3
5386,buff,0
5387,bridle,0
5388,prevailing,0
5389,country,0
5390,brittle,0
5391,extirpate,0
5392,recognizes,3
5393,decomposed,0
5394,lily,0
5395,laziness,1
5396,respond,0
5397,burned,0
5398,vedantins,1
5399,advise,0
5400,capacity,0
5401,undifferentiated,0
5402,exceed,0
5403,layeth,0
5404,upright,1
5405,threats,0
5406,assembly,0
5407,objective,6
5408,speaks,4
5409,motion,2
5410,abated,1
5411,elder,0
5412,entangle,0
5413,hosts,2
5414,retina,1
5415,upper,0
5416,monk,0
5417,gather,1
5418,establisheth,0
5419,irrigation,1
5420,springeth,0
5421,speak,10
5422,throne,0
5423,dissembling,0
5424,figures,0
5425,beg,0
5426,manifestation,10
5427,remind,0
5428,make,20
5429,worshippeth,0
5430,predisposition,1
5431,truly,9
5432,sound,11
5433,transfers,1
5434,mist,0
5435,immersed,0
5436,selfrecognition,1
5437,steal,4
5438,liable,0
5439,separate,7
5440,quail,0
5441,partaker,1
5442,faith,9
5443,scholars,0
5444,congealed,0
5445,curse,1
5446,course,2
5447,acquisition,0
5448,cancer,0
5449,adulterous,0
5450,rounds,0
5451,toys,0
5452,undaunted,1
5453,inwardly,1
5454,terrorstricken,1
5455,abstains,0
5456,ex,0
5457,achieved,0
5458,discreet,0
5459,among,4
5460,deceitful,0
5461,blueness,0
5462,multiplicity,0
5463,fornicated,0
5464,chewing,0
5465,excites,1
5466,search,1
5467,organic,1
5468,makers,0
5469,sins,4
5470,dies,1
5471,amplifies,1
5472,shield,0
5473,begun,3
5474,accomplishment,1
5475,alleging,0
5476,withstood,0
5477,namely,3
5478,nabat,0
5479,disposition,0
5480,thought,37
5481,bared,0
5482,determine,0
5483,apartment,0
5484,greatness,0
5485,assuage,0
5486,interpolation,0
5487,sand,0
5488,predicate,2
5489,faileth,0
5490,different,9
5491,consciously,1
5492,pupil,0
5493,society,0
5494,undying,0
5495,valiantly,0
5496,prism,2
5497,case,5
5498,symbols,0
5499,multiply,0
5500,plough,0
5501,adhyatman,0
5502,sweeter,0
5503,radiant,6
5504,defend,0
5505,returning,0
5506,sets,5
5507,wheel,0
5508,avoiding,0
5509,reconcile,0
5510,significance,2
5511,mysteries,1
5512,wen,0
5513,consent,0
5514,essence,15
5515,substantial,1
5516,paths,0
5517,sundered,1
5518,whatsoever,1
5519,anointed,1
5520,eyesight,0
5521,stay,0
5522,tempted,1
5523,arresting,1
5524,advance,1
5525,dirty,0
5526,motive,0
5527,accompanied,0
5528,sinners,0
5529,daunt,1
5530,rock,3
5531,winters,0
5532,froth,0
5533,unfilled,0
5534,defecating,0
5535,defraud,0
5536,atone,1
5537,simultaneously,1
5538,revenge,0
5539,swift,2
5540,path,15
5541,drinketh,0
5542,fierce,1
5543,unlimited,0
5544,barley,0
5545,employs,1
5546,enlarging,0
5547,unpunished,0
5548,maintenance,0
5549,afforded,1
5550,tiger,0
5551,beginnings,0
5552,flying,0
5553,spokes,0
5554,rending,1
5555,quaintly,1
5556,kisses,0
5557,yama,0
5558,nonconfusion,0
5559,lend,0
5560,lacking,0
5561,carriages,0
5562,integrity,0
5563,reveals,3
5564,sustainer,0
5565,ponds,0
5566,creation,1
5567,rituals,0
5568,taking,5
5569,impudently,0
5570,planted,1
5571,boastful,0
5572,sannyasin,0
5573,agent,0
5574,shoulder,0
5575,fact,2
5576,distorted,3
5577,beautifully,1
5578,satan,0
5579,pause,2
5580,enlargeth,0
5581,inheritance,1
5582,lean,0
5583,inhabit,1
5584,overflowing,0
5585,conditioned,2
5586,vividly,1
5587,separates,0
5588,level,1
5589,insects,0
5590,toughness,1
5591,strata,2
5592,allconscious,1
5593,sinned,0
5594,misery,9
5595,troubled,0
5596,irregularity,0
5597,vain,3
5598,instanced,1
5599,presuming,0
5600,cities,0
5601,contends,0
5602,yet,21
5603,pierced,1
5604,incommunicable,0
5605,tries,0
5606,evercreative,1
5607,laboured,0
5608,focussed,2
5609,succeed,0
5610,kinglike,0
5611,elemental,1
5612,disguises,1
5613,account,1
5614,nevertheless,0
5615,science,5
5616,wellnigh,2
5617,cinnamon,0
5618,directing,0
5619,thereof,0
5620,welfare,0
5621,heavier,0
5622,meditated,0
5623,consolation,1
5624,beareth,0
5625,cedar,0
5626,threedimensional,1
5627,ensued,0
5628,xii,0
5629,palpable,2
5630,observed,0
5631,benefit,0
5632,disentangled,1
5633,beforehand,0
5634,shoals,0
5635,managed,0
5636,adorned,0
5637,wholly,6
5638,skeleton,0
5639,whistling,0
5640,voice,5
5641,veils,6
5642,chaste,0
5643,built,11
5644,relatives,0
5645,weaken,0
5646,nursed,0
5647,permitted,1
5648,deed,2
5649,heathens,0
5650,none,0
5651,scarlet,1
5652,kind,3
5653,wake,1
5654,prepare,0
5655,alterations,0
5656,flourish,0
5657,shoe,0
5658,rashly,0
5659,shankara,1
5660,drip,0
5661,wheresoever,0
5662,shoulders,0
5663,edition,1
5664,whisper,0
5665,blasphemies,1
5666,phantasm,1
5667,pronounce,0
5668,climb,1
5669,shed,0
5670,wolf,0
5671,awakening,7
5672,lad,0
5673,refreshed,0
5674,humanity,2
5675,declineth,0
5676,ignore,0
5677,save,0
5678,laugheth,0
5679,restless,2
5680,courageous,1
5681,reprehensions,0
5682,babes,0
5683,undertakings,0
5684,ardently,1
5685,fabricationsfabrications,0
5686,entreat,0
5687,embody,1
5688,latter,1
5689,weakness,3
5690,dhyana,1
5691,reflect,0
5692,bribery,0
5693,burst,0
5694,branch,1
5695,sense,29
5696,hours,1
5697,contain,0
5698,abideth,0
5699,perturbations,1
5700,three,21
5701,conflict,4
5702,fought,1
5703,needeth,0
5704,endeavors,0
5705,loose,0
5706,apothecary,0
5707,division,1
5708,gloriously,0
5709,david,0
5710,eastern,5
5711,extreme,2
5712,overmuch,0
5713,vegetable,0
5714,flower,2
5715,bribes,0
5716,divinations,0
5717,foolishly,0
5718,spoils,0
5719,seedladen,1
5720,desert,0
5721,fellowship,0
5722,equally,4
5723,influence,2
5724,guide,3
5725,talk,0
5726,secondly,0
5727,forasmuch,0
5728,remarked,0
5729,ray,8
5730,fodder,0
5731,tumults,0
5732,boiling,1
5733,prays,0
5734,manifests,1
5735,surfeiting,0
5736,transgression,0
5737,depends,2
5738,round,0
5739,labouring,0
5740,softest,0
5741,crooked,0
5742,waiteth,0
5743,embracing,0
5744,dangers,2
5745,israel,0
5746,philosopher,8
5747,thither,2
5748,scorn,0
5749,thousand,0
5750,reinforcements,1
5751,hidden,1
5752,right,16
5753,numerous,0
5754,fury,0
5755,fraunhofer,1
5756,acquitted,0
5757,divulgeth,0
5758,team,0
5759,ensues,0
5760,uncertain,0
5761,preacheth,0
5762,gotten,0
5763,moderately,0
5764,turning,1
5765,hailed,0
5766,proverbs,0
5767,kindred,2
5768,intellect,0
5769,determineth,0
5770,river,1
5771,polished,0
5772,beam,6
5773,waited,0
5774,continue,0
5775,corner,0
5776,stable,1
5777,hastily,0
5778,treat,0
5779,lessons,4
5780,describe,0
5781,accidental,1
5782,soulvision,3
5783,anvil,0
5784,gentiles,0
5785,laugh,0
5786,saving,0
5787,adorneth,0
5788,wish,4
5789,tyrians,0
5790,fowler,0
5791,peculiar,1
5792,madman,1
5793,situation,1
5794,deleterious,1
5795,sennacherib,0
5796,heeding,1
5797,bank,0
5798,shouted,0
5799,unwise,0
5800,duly,0
5801,profound,1
5802,value,2
5803,chooses,0
5804,resulting,0
5805,life,148
5806,curseth,0
5807,keepeth,1
5808,consumed,0
5809,inexhaustible,0
5810,seal,1
5811,look,8
5812,exhorts,0
5813,preferable,0
5814,perfumer,0
5815,according,4
5816,honeyeater,0
5817,skies,0
5818,colour,5
5819,apprehension,0
5820,jade,0
5821,daughter,1
5822,rich,1
5823,ceaseless,5
5824,refresheth,0
5825,soberly,0
5826,abolish,0
5827,sharing,1
5828,inherited,1
5829,overflowed,0
5830,amendment,0
5831,sprout,0
5832,handmaids,0
5833,disturb,2
5834,presumptuous,0
5835,liberal,0
5836,happened,0
5837,disappearance,0
5838,witnesses,0
5839,importance,0
5840,farther,0
5841,regeneration,3
5842,popular,1
5843,formulates,1
5844,rows,0
5845,allcomprehending,0
5846,blessed,1
5847,inspires,1
5848,tadvanam,0
5849,withstand,1
5850,upbraideth,0
5851,sacrificed,0
5852,preserved,0
5853,maledictions,0
5854,inability,1
5855,graduated,1
5856,reins,0
5857,gaineth,0
5858,warn,1
5859,beast,0
5860,ignorant,0
5861,thrice,0
5862,details,3
5863,weight,2
5864,reminding,0
5865,analytic,1
5866,send,0
5867,freezing,0
5868,dearest,0
5869,would,22
5870,tone,1
5871,confront,0
5872,progeny,1
5873,begotten,0
5874,hewing,0
5875,simple,4
5876,imaginings,2
5877,flesh,2
5878,headstrong,0
5879,flee,0
5880,commendable,0
5881,multiplieth,0
5882,slow,0
5883,skinoil,0
5884,imagemaking,1
5885,auditory,1
5886,differentiated,1
5887,media,0
5888,honourable,0
5889,wound,4
5890,increaseth,0
5891,renewed,1
5892,sparest,0
5893,rank,1
5894,kindling,0
5895,begin,1
5896,upbraiding,0
5897,houseroom,0
5898,destination,0
5899,realities,2
5900,springs,3
5901,killing,0
5902,stone,0
5903,producing,0
5904,undisciplined,0
5905,upraised,0
5906,simplicity,1
5907,direction,3
5908,water,8
5909,older,1
5910,limpid,0
5911,authoritative,0
5912,ministers,0
5913,intercourse,0
5914,playing,0
5915,copied,0
5916,resentment,0
5917,temperance,0
5918,leader,0
5919,weapons,1
5920,thoughtreader,1
5921,traditions,1
5922,permeating,0
5923,brook,0
5924,catch,0
5925,preparation,0
5926,goeth,2
5927,hook,0
5928,dispenser,1
5929,longeth,0
5930,inspired,1
5931,pine,1
5932,win,0
5933,buyeth,0
5934,balm,1
5935,oaths,0
5936,multiplied,0
5937,fail,1
5938,given,5
5939,overlookest,0
5940,naked,0
5941,invisible,4
5942,whips,0
5943,wastes,0
5944,overmaster,0
5945,enumerated,3
5946,writing,0
5947,potter,0
5948,entertainment,0
5949,industrious,0
5950,existent,0
5951,abstinences,1
5952,trust,1
5953,iniquities,0
5954,invited,0
5955,melody,0
5956,plasterings,0
5957,resists,1
5958,comest,0
5959,plains,0
5960,understands,0
5961,increase,2
5962,roaring,0
5963,repay,0
5964,busies,1
5965,reacting,1
5966,indorse,1
5967,repented,0
5968,lamenting,0
5969,punish,0
5970,cordial,1
5971,apparel,0
5972,telling,0
5973,eight,4
5974,painstaking,1
5975,covetous,0
5976,parch,1
5977,gases,1
5978,hindereth,0
5979,weakening,2
5980,abateth,0
5981,occasion,1
5982,worshipper,0
5983,onesided,0
5984,simsapa,0
5985,restore,1
5986,comparison,1
5987,injuriously,0
5988,germinate,1
5989,virtue,6
5990,habitations,0
5991,pursuit,0
5992,gleams,1
5993,fate,0
5994,meat,0
5995,deafness,1
5996,choler,0
5997,remainderless,0
5998,admittance,1
5999,tents,0
6000,abstain,0
6001,arani,0
6002,imperfect,1
6003,deep,4
6004,plaster,0
6005,treated,0
6006,skin,0
6007,mass,0
6008,attained,20
6009,epoch,2
6010,consciousnesshood,0
6011,adopted,1
6012,self,81
6013,outrages,0
6014,appeareth,0
6015,entrance,1
6016,tumour,0
6017,vintage,0
6018,considered,3
6019,guided,1
6020,instrument,8
6021,refuses,1
6022,meant,5
6023,undefiled,0
6024,allied,0
6025,disputing,0
6026,watchmen,0
6027,iniqnity,0
6028,hastening,0
6029,disposed,0
6030,condemneth,0
6031,speaketh,0
6032,lose,0
6033,purposive,1
6034,seals,0
6035,dissembleth,0
6036,nerve,2
6037,sacrificers,0
6038,studieth,0
6039,grants,0
6040,scourged,0
6041,intensely,1
6042,wished,0
6043,distraction,0
6044,kernel,1
6045,community,0
6046,cling,0
6047,western,2
6048,marching,0
6049,feared,0
6050,vengeance,0
6051,strongest,0
6052,seclusion,0
6053,keel,0
6054,retaineth,0
6055,chamber,2
6056,interpretations,0
6057,conduct,0
6058,christian,0
6059,page,3
6060,releasing,0
6061,miracle,1
6062,lender,0
6063,solicitudes,0
6064,equilibrium,0
6065,indispensable,3
6066,forbearance,0
6067,sophistically,0
6068,load,0
6069,flavours,0
6070,wondered,0
6071,hung,1
6072,transformations,2
6073,perform,1
6074,sorceries,0
6075,flies,0
6076,successive,1
6077,traverse,2
6078,fatted,0
6079,clan,0
6080,selfexistent,0
6081,strive,0
6082,corrupted,1
6083,helmet,0
6084,except,2
6085,hold,10
6086,impeded,1
6087,restraint,0
6088,riches,2
6089,recess,0
6090,bidding,0
6091,hypocrite,0
6092,imparting,0
6093,enumeration,0
6094,noneternal,0
6095,triad,2
6096,lust,8
6097,prophesied,0
6098,dying,0
6099,standeth,0
6100,prophet,0
6101,horn,0
6102,bodies,2
6103,supplied,0
6104,word,8
6105,withal,0
6106,habituated,1
6107,forsaketh,0
6108,gate,0
6109,agur,0
6110,praises,0
6111,decrepit,0
6112,convinced,0
6113,honey,0
6114,repaid,0
6115,mayst,0
6116,ascend,2
6117,beans,0
6118,individual,11
6119,dost,0
6120,tongues,0
6121,suddenness,0
6122,hyenas,0
6123,willing,1
6124,tiniest,0
6125,intellectconsciousness,0
6126,cherubims,0
6127,solidified,0
6128,alternates,1
6129,sealed,0
6130,fired,0
6131,speedy,0
6132,passions,0
6133,tempt,0
6134,rapture,0
6135,theorem,1
6136,gentle,2
6137,nourishment,1
6138,laborer,0
6139,liars,0
6140,defiance,0
6141,preserve,1
6142,prevail,0
6143,kingly,1
6144,held,8
6145,impatient,0
6146,woven,0
6147,walkest,0
6148,unto,6
6149,several,1
6150,adultery,1
6151,mindimpress,2
6152,extinct,0
6153,awakest,0
6154,psychical,53
6155,characteristic,3
6156,filling,2
6157,growing,3
6158,ebb,2
6159,selfreproductive,1
6160,servitude,1
6161,sights,0
6162,sort,0
6163,nobility,0
6164,methods,0
6165,longer,9
6166,deceasing,0
6167,trained,1
6168,abysmal,0
6169,throws,0
6170,quarrels,0
6171,polish,0
6172,birthbirth,0
6173,presumptuously,0
6174,perjury,0
6175,crosswise,0
6176,dreamland,2
6177,marched,0
6178,etc,0
6179,limitation,5
6180,speeches,0
6181,judgeth,0
6182,easy,1
6183,abase,0
6184,concentration,1
6185,lamp,0
6186,thrones,0
6187,closed,1
6188,distinctly,1
6189,publisheth,0
6190,worshipping,0
6191,unwisdom,7
6192,exercises,1
6193,assault,0
6194,froward,0
6195,around,1
6196,ties,0
6197,part,27
6198,quarrelsome,0
6199,appanage,1
6200,anointedst,0
6201,materials,1
6202,extinguisheth,0
6203,gates,0
6204,looseth,0
6205,mean,5
6206,myths,1
6207,bitterness,0
6208,afterward,0
6209,trembling,0
6210,known,7
6211,destroys,0
6212,destroyer,0
6213,stupidity,0
6214,effect,3
6215,divide,1
6216,gad,0
6217,labours,0
6218,arriving,0
6219,sin,19
6220,inevitable,6
6221,depend,1
6222,decline,0
6223,spiritlike,0
6224,promptly,1
6225,formness,0
6226,kinetic,1
6227,sparrow,0
6228,pluck,0
6229,fainted,0
6230,huckster,0
6231,dogs,0
6232,enables,0
6233,breeches,0
6234,unbelieving,0
6235,whosoever,0
6236,taste,6
6237,disunite,0
6238,melted,0
6239,peaceful,0
6240,parents,0
6241,intelligence,4
6242,results,2
6243,helpmate,0
6244,bosom,0
6245,virtues,1
6246,sorry,0
6247,victim,0
6248,defending,0
6249,august,2
6250,covenants,0
6251,abounded,0
6252,endure,2
6253,necessaries,0
6254,deliver,0
6255,technical,1
6256,servant,3
6257,probably,1
6258,vomens,0
6259,lower,1
6260,evermore,2
6261,firmness,0
6262,injuries,0
6263,tremble,0
6264,enduring,3
6265,edomites,0
6266,apprehend,3
6267,rags,0
6268,gathered,3
6269,subjective,5
6270,sharpeneth,0
6271,wears,0
6272,carry,2
6273,condoleth,0
6274,boats,0
6275,entertaineth,0
6276,broods,1
6277,northern,0
6278,hadst,0
6279,setteth,0
6280,surety,0
6281,heritage,3
6282,dreams,7
6283,clouds,1
6284,fights,1
6285,brothers,0
6286,utterly,0
6287,fishes,0
6288,leading,1
6289,selfcomplacency,0
6290,boasting,0
6291,bulwarks,0
6292,fighteth,0
6293,jacob,0
6294,labour,0
6295,precursor,0
6296,swine,0
6297,discords,1
6298,eyecontact,0
6299,gavest,0
6300,quoted,1
6301,pile,0
6302,thereafter,4
6303,travelling,1
6304,achievements,0
6305,uncelibacy,0
6306,trial,0
6307,rusteth,0
6308,examining,1
6309,absorbed,3
6310,completely,3
6311,boundary,0
6312,stationary,0
6313,enforce,0
6314,declare,0
6315,rapidity,1
6316,find,7
6317,modes,1
6318,oblivion,0
6319,scream,0
6320,ordination,0
6321,shutting,0
6322,seir,0
6323,quick,1
6324,serve,0
6325,restoration,3
6326,unveiled,1
6327,seekers,1
6328,perfect,14
6329,worse,0
6330,forever,3
6331,convince,1
6332,appease,0
6333,outside,1
6334,exposing,0
6335,unending,1
6336,ceases,6
6337,fleeing,0
6338,funerals,1
6339,direful,0
6340,speaker,0
6341,artistic,1
6342,faring,0
6343,gathereth,0
6344,clingable,0
6345,luxury,0
6346,taittiriya,1
6347,invites,1
6348,congenial,0
6349,apparition,1
6350,immeasurable,1
6351,attached,0
6352,calamity,0
6353,fulfilled,2
6354,scent,1
6355,possession,0
6356,brightest,0
6357,furious,0
6358,gomorrha,0
6359,wordless,1
6360,marks,3
6361,melodious,0
6362,levels,0
6363,suffuse,0
6364,array,0
6365,speedily,0
6366,tempts,0
6367,deflour,0
6368,prevails,1
6369,reversed,1
6370,mindimage,3
6371,forge,0
6372,ordained,1
6373,ore,1
6374,shrouded,1
6375,prophetic,0
6376,conflicting,1
6377,earthly,0
6378,greatsoured,0
6379,emmanation,0
6380,shade,1
6381,detractors,0
6382,seasons,0
6383,covenant,0
6384,oft,0
6385,downwardlife,1
6386,ruining,0
6387,celestial,1
6388,instructed,0
6389,devourers,0
6390,omega,1
6391,permeate,0
6392,hateful,0
6393,blow,2
6394,philistines,0
6395,stressful,0
6396,pleasure,10
6397,dharana,1
6398,conquest,5
6399,gone,5
6400,liberated,1
6401,outbreathing,1
6402,wealth,0
